0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
yes,Private,no,HS-grad,no,Divorced,Machine-op-inspct,Other-relative,White,Female,yes,yes,yes,United-States,-1.0
no,Federal-gov,no,HS-grad,no,Married-civ-spouse,Adm-clerical,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,yes,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Federal-gov,no,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Adm-clerical,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,5th-6th,no,Never-married,Handlers-cleaners,Not-in-family,White,Male,yes,yes,yes,Mexico,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,Poland,-1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,no,Masters,yes,Divorced,Prof-specialty,Not-in-family,White,Female,yes,yes,yes,United-States,1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Self-emp-not-inc,yes,Masters,yes,Divorced,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,State-gov,no,Bachelors,yes,Married-civ-spouse,Tech-support,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Some-college,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,7th-8th,no,Widowed,Exec-managerial,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,9th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Transport-moving,Wife,White,Female,yes,yes,yes,United-States,-1.0
yes,?,yes,Assoc-voc,yes,Married-civ-spouse,?,Wife,Black,Female,yes,yes,no,United-States,1.0
yes,Private,yes,Assoc-voc,yes,Married-civ-spouse,Protective-serv,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Craft-repair,Unmarried,Black,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,yes,yes,yes,Philippines,-1.0
no,Private,yes,Bachelors,yes,Never-married,Sales,Not-in-family,Black,Male,yes,yes,no,United-States,-1.0
no,Federal-gov,yes,HS-grad,no,Never-married,Exec-managerial,Unmarried,White,Female,yes,yes,yes,Puerto-Rico,-1.0
no,Private,no,11th,no,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,yes,HS-grad,no,Widowed,Craft-repair,Not-in-family,White,Male,yes,yes,no,United-States,-1.0
no,Private,yes,11th,no,Married-civ-spouse,Craft-repair,Husband,Other,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Widowed,Priv-house-serv,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-acdm,yes,Never-married,Craft-repair,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Bachelors,yes,Married-civ-spouse,Sales,Wife,White,Female,yes,yes,no,United-States,1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Adm-clerical,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Self-emp-inc,yes,Assoc-voc,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,Some-college,yes,Widowed,Adm-clerical,Unmarried,Black,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,9th,no,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,yes,yes,yes,Mexico,-1.0
no,Private,yes,HS-grad,no,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,yes,yes,yes,Mexico,-1.0
no,Private,yes,10th,no,Never-married,Other-service,Own-child,White,Female,yes,yes,no,United-States,-1.0
no,Federal-gov,no,Some-college,yes,Married-civ-spouse,Tech-support,Husband,White,Male,yes,yes,yes,Germany,-1.0
yes,Self-emp-inc,no,HS-grad,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,Greece,-1.0
yes,Private,no,Some-college,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Never-married,Adm-clerical,Other-relative,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,7th-8th,no,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Bachelors,yes,Never-married,Prof-specialty,Not-in-family,White,Female,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Divorced,Other-service,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,?,no,Some-college,yes,Never-married,?,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-inc,yes,Some-college,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,11th,no,Never-married,Handlers-cleaners,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,?,no,HS-grad,no,Married-civ-spouse,?,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,?,-1.0
yes,Private,no,11th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Divorced,Prof-specialty,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Assoc-voc,yes,Divorced,Machine-op-inspct,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-inc,no,HS-grad,no,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,yes,Assoc-acdm,yes,Married-civ-spouse,Craft-repair,Husband,Black,Male,yes,yes,yes,United-States,1.0
yes,State-gov,no,HS-grad,no,Separated,Exec-managerial,Unmarried,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,Some-college,yes,Never-married,Handlers-cleaners,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,HS-grad,no,Divorced,Sales,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Federal-gov,yes,Assoc-voc,yes,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,yes,yes,no,United-States,-1.0
no,State-gov,yes,Masters,yes,Never-married,Prof-specialty,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Never-married,Exec-managerial,Unmarried,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,Bachelors,yes,Never-married,Adm-clerical,Own-child,Black,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Assoc-acdm,yes,Never-married,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Divorced,Transport-moving,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,10th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Self-emp-not-inc,yes,Doctorate,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,State-gov,yes,Assoc-acdm,yes,Never-married,Adm-clerical,Own-child,Black,Female,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,yes,Bachelors,yes,Never-married,Sales,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Local-gov,yes,Bachelors,yes,Never-married,Protective-serv,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,Black,Male,yes,yes,yes,United-States,-1.0
yes,?,yes,HS-grad,no,Married-civ-spouse,?,Husband,White,Male,yes,yes,no,United-States,1.0
yes,Private,yes,Some-college,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,yes,yes,yes,Philippines,-1.0
no,?,yes,11th,no,Never-married,?,Own-child,Black,Male,yes,yes,no,United-States,-1.0
no,Private,no,Assoc-voc,yes,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,yes,yes,yes,Laos,-1.0
no,Private,yes,Assoc-voc,yes,Separated,Exec-managerial,Own-child,White,Female,yes,yes,yes,United-States,-1.0
yes,Self-emp-inc,no,HS-grad,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Married-civ-spouse,Other-service,Wife,White,Female,yes,yes,yes,United-States,1.0
yes,Private,no,Bachelors,yes,Divorced,Exec-managerial,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,no,Bachelors,yes,Married-civ-spouse,Prof-specialty,Wife,White,Female,yes,yes,yes,United-States,1.0
no,Private,no,11th,no,Divorced,Craft-repair,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Married-civ-spouse,Other-service,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,yes,yes,yes,United-States,1.0
no,Private,yes,Bachelors,yes,Never-married,Handlers-cleaners,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
no,Local-gov,no,Bachelors,yes,Never-married,Protective-serv,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,no,Canada,-1.0
yes,Local-gov,no,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,no,HS-grad,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,Assoc-voc,yes,Never-married,Other-service,Unmarried,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,Masters,yes,Never-married,Exec-managerial,Own-child,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Protective-serv,Not-in-family,Black,Female,yes,yes,yes,United-States,1.0
yes,?,yes,HS-grad,no,Widowed,?,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,Some-college,yes,Never-married,Adm-clerical,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Local-gov,no,HS-grad,no,Divorced,Other-service,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,no,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Never-married,Other-service,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Other-service,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Adm-clerical,Wife,Black,Female,yes,yes,yes,United-States,1.0
yes,Private,yes,HS-grad,no,Divorced,Sales,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Bachelors,yes,Married-civ-spouse,Exec-managerial,Wife,White,Female,yes,yes,yes,United-States,1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,yes,yes,no,United-States,-1.0
yes,Self-emp-inc,no,Some-college,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Widowed,Tech-support,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Divorced,Prof-specialty,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,Masters,yes,Never-married,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,1.0
yes,State-gov,yes,Some-college,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,State-gov,no,Some-college,yes,Never-married,Prof-specialty,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,11th,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,7th-8th,no,Widowed,Other-service,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Doctorate,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,Bachelors,yes,Divorced,Sales,Unmarried,White,Female,yes,yes,no,United-States,-1.0
yes,Federal-gov,yes,Some-college,yes,Separated,Exec-managerial,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Local-gov,yes,Assoc-acdm,yes,Married-civ-spouse,Tech-support,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Self-emp-inc,yes,Some-college,yes,Divorced,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,1.0
yes,Federal-gov,yes,HS-grad,no,Divorced,Farming-fishing,Other-relative,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Married-spouse-absent,Transport-moving,Other-relative,White,Female,yes,yes,yes,Dominican-Republic,-1.0
yes,Self-emp-not-inc,no,HS-grad,no,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Other-service,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,Some-college,yes,Divorced,Other-service,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Local-gov,yes,Bachelors,yes,Divorced,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Divorced,Craft-repair,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Some-college,yes,Never-married,Machine-op-inspct,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Local-gov,no,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Federal-gov,no,HS-grad,no,Never-married,Craft-repair,Own-child,White,Male,yes,yes,no,United-States,-1.0
no,?,yes,HS-grad,no,Never-married,?,Own-child,Black,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Sales,Husband,Black,Male,yes,yes,no,United-States,-1.0
yes,Private,yes,Doctorate,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-inc,yes,HS-grad,no,Never-married,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,Some-college,yes,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,yes,yes,no,Philippines,-1.0
yes,State-gov,yes,Some-college,yes,Never-married,Adm-clerical,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Divorced,Exec-managerial,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Assoc-acdm,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,Bachelors,yes,Never-married,Other-service,Own-child,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,10th,no,Married-spouse-absent,Other-service,Unmarried,Black,Female,yes,yes,no,United-States,-1.0
no,Private,no,7th-8th,no,Divorced,Other-service,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Separated,Handlers-cleaners,Unmarried,White,Female,yes,yes,yes,Japan,-1.0
yes,Self-emp-not-inc,no,HS-grad,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,Bachelors,yes,Never-married,Adm-clerical,Unmarried,Black,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Never-married,Craft-repair,Not-in-family,Black,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,11th,no,Never-married,Handlers-cleaners,Own-child,Black,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,Some-college,yes,Divorced,Handlers-cleaners,Own-child,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Assoc-voc,yes,Married-civ-spouse,Other-service,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-voc,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,Some-college,yes,Divorced,Handlers-cleaners,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,yes,Assoc-acdm,yes,Never-married,Prof-specialty,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,?,yes,Some-college,yes,Never-married,?,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Local-gov,yes,Bachelors,yes,Widowed,Prof-specialty,Unmarried,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,11th,no,Married-civ-spouse,Adm-clerical,Wife,White,Female,yes,yes,yes,Mexico,-1.0
no,Federal-gov,no,Assoc-acdm,yes,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,yes,yes,yes,United-States,1.0
no,Private,no,Some-college,yes,Never-married,Handlers-cleaners,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,State-gov,no,Masters,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Adm-clerical,Wife,Black,Female,yes,yes,no,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Other-service,Wife,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Handlers-cleaners,Own-child,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Widowed,Adm-clerical,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,11th,no,Never-married,Other-service,Own-child,White,Male,yes,yes,no,United-States,-1.0
no,Private,no,Assoc-voc,yes,Never-married,Other-service,Not-in-family,Black,Female,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Handlers-cleaners,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,Some-college,yes,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,no,Mexico,-1.0
yes,Private,no,12th,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,?,no,Masters,yes,Never-married,?,Not-in-family,Other,Female,yes,yes,yes,Japan,-1.0
yes,?,yes,Bachelors,yes,Widowed,?,Not-in-family,White,Female,yes,yes,no,United-States,-1.0
no,Private,no,HS-grad,no,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,yes,yes,yes,?,-1.0
yes,Local-gov,yes,10th,no,Married-civ-spouse,Other-service,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,?,yes,11th,no,Never-married,?,Own-child,White,Male,yes,yes,no,United-States,-1.0
no,Local-gov,no,Masters,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,yes,yes,yes,United-States,-1.0
no,Local-gov,yes,Some-college,yes,Never-married,Adm-clerical,Not-in-family,Black,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,yes,yes,yes,?,1.0
yes,Self-emp-inc,no,HS-grad,no,Divorced,Exec-managerial,Unmarried,White,Male,yes,yes,yes,United-States,1.0
yes,Self-emp-inc,no,11th,no,Divorced,Sales,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Self-emp-not-inc,no,Some-college,yes,Married-civ-spouse,Farming-fishing,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Self-emp-inc,no,Bachelors,yes,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Never-married,Handlers-cleaners,Own-child,White,Male,yes,yes,no,United-States,-1.0
no,Private,yes,Assoc-voc,yes,Never-married,Exec-managerial,Own-child,White,Male,yes,yes,no,United-States,-1.0
yes,Private,yes,Some-college,yes,Separated,Sales,Other-relative,White,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Other-service,Own-child,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Divorced,Machine-op-inspct,Not-in-family,Black,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Assoc-acdm,yes,Married-civ-spouse,Prof-specialty,Wife,White,Female,yes,yes,no,United-States,1.0
no,Self-emp-not-inc,yes,Bachelors,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Transport-moving,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Local-gov,yes,Some-college,yes,Never-married,Sales,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,no,Masters,yes,Never-married,Prof-specialty,Not-in-family,White,Female,yes,yes,yes,?,-1.0
no,Private,yes,Bachelors,yes,Never-married,Prof-specialty,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,State-gov,no,HS-grad,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,10th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Self-emp-not-inc,yes,7th-8th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,no,United-States,-1.0
yes,Private,no,HS-grad,no,Widowed,Exec-managerial,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,Some-college,yes,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
no,?,yes,10th,no,Never-married,?,Own-child,White,Female,yes,yes,no,United-States,-1.0
yes,Private,yes,Prof-school,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,Nicaragua,-1.0
no,Private,no,11th,no,Never-married,Other-service,Other-relative,Black,Male,yes,yes,no,United-States,-1.0
no,Self-emp-not-inc,no,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,?,no,HS-grad,no,Divorced,?,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,12th,no,Married-civ-spouse,Exec-managerial,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,?,yes,Some-college,yes,Never-married,?,Own-child,Asian-Pac-Islander,Male,yes,yes,no,South,-1.0
no,Private,yes,HS-grad,no,Never-married,Tech-support,Not-in-family,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,yes,HS-grad,no,Divorced,Exec-managerial,Unmarried,White,Female,yes,yes,yes,United-States,-1.0
no,Private,no,HS-grad,no,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,Private,no,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,yes,HS-grad,no,Never-married,Adm-clerical,Not-in-family,White,Female,yes,yes,yes,United-States,-1.0
yes,Private,yes,Bachelors,yes,Married-civ-spouse,Prof-specialty,Husband,White,Male,yes,yes,yes,United-States,1.0
no,Private,no,HS-grad,no,Never-married,Adm-clerical,Unmarried,Other,Female,yes,yes,yes,United-States,-1.0
no,Private,yes,Assoc-voc,yes,Never-married,Machine-op-inspct,Own-child,White,Male,yes,yes,yes,United-States,-1.0
no,Private,yes,HS-grad,no,Never-married,Handlers-cleaners,Other-relative,Other,Female,yes,yes,yes,Guatemala,-1.0
yes,?,no,HS-grad,no,Married-civ-spouse,?,Wife,White,Female,yes,yes,no,United-States,-1.0
no,Private,yes,Some-college,yes,Never-married,Machine-op-inspct,Not-in-family,Black,Female,yes,yes,yes,United-States,-1.0
yes,Private,no,HS-grad,no,Married-civ-spouse,Tech-support,Husband,White,Male,yes,yes,yes,United-States,1.0
yes,Private,no,10th,no,Married-civ-spouse,Craft-repair,Husband,White,Male,yes,yes,yes,United-States,-1.0
no,Private,no,Bachelors,yes,Married-civ-spouse,Sales,Husband,White,Male,yes,yes,yes,United-States,-1.0
yes,?,no,HS-grad,no,Married-civ-spouse,?,Husband,White,Male,yes,yes,yes,Cuba,-1.0
no,Private,no,11th,no,Married-civ-spouse,Craft-repair,Husband,Other,Male,yes,yes,yes,Mexico,-1.0
